valid_json,schema_score,topology_score,domain_accuracy,numerical_accuracy,categorical_accuracy,math_accuracy,semantic_score,chart_id,chart_type,complexity
True,0.8333333333333334,1.0,0.75,1.0,,,0.2857142857142857,58747,Line Chart,Medium
True,1.0,1.0,0.75,1.0,,,,102123,Scatter Plot,Medium
True,1.0,1.0,1.0,,,,0.0,71338,Bar Chart,Low
True,1.0,1.0,1.0,0.47779781924209846,,,1.0,155924,Histogram,Medium
True,1.0,1.0,0.8,1.0,1.0,,1.0,135294,Area Chart,Low
True,1.0,1.0,0.75,0.7092021653288226,,,,125096,Scatter Plot,Medium
True,1.0,1.0,1.0,0.9353289958407606,1.0,,0.80625,50098,Bar Chart,Low
True,1.0,1.0,0.75,0.44404761904761914,,,,110676,Scatter Plot,Low
True,1.0,1.0,0.8,0.8571428571428571,1.0,,1.0,141212,Box Plot,Medium
True,1.0,1.0,,0.9997395833333333,,,,66036,Pie Chart,Low
True,0.8333333333333334,1.0,0.5,0.10966223445372164,,0.0,0.6666666666666666,162447,Line Chart,Medium
True,1.0,1.0,0.8571428571428571,0.9760858585858586,1.0,,0.9356249999999999,80550,Line Chart,High
True,1.0,1.0,1.0,0.4463913436044396,,,0.0,157493,Histogram,Medium
True,1.0,1.0,0.8571428571428571,0.657124350333006,1.0,,0.6433333333333334,136610,Box Plot,Medium
True,1.0,1.0,0.8571428571428571,0.4990387973682091,1.0,,0.246875,123859,Area Chart,High
True,1.0,1.0,0.8571428571428571,0.4551765067078433,1.0,,,126396,Scatter Plot,High
True,0.8333333333333334,1.0,0.5,0.9914351851851851,,,0.3,55930,Line Chart,Low
True,1.0,1.0,0.8571428571428571,1.0,1.0,,1.0,79598,Line Chart,Low
True,1.0,1.0,1.0,0.9259259259259259,1.0,,0.8421052631578947,151955,Bar Chart,High
True,0.8333333333333334,1.0,0.5,0.7493872549019608,,,0.23076923076923078,55502,Line Chart,High
True,1.0,1.0,1.0,0.8883730338280897,1.0,,0.5992307692307692,58535,Line Chart,High
True,1.0,1.0,1.0,,,,,64813,Scatter Plot,Low
True,1.0,0.0,0.875,0.621404761904762,1.0,,0.022307692307692306,139763,Area Chart,High
True,1.0,1.0,0.8,1.0,1.0,,1.0,145984,Bar Chart,High
True,1.0,1.0,0.8888888888888888,0.48967906790714055,1.0,,0.688,123836,Area Chart,Medium
True,1.0,1.0,0.75,0.7857607791090944,,,1.0,162844,Histogram,Medium
True,1.0,1.0,0.75,0.942340329175797,,,,141003,Scatter Plot,Medium
True,1.0,1.0,0.875,0.481550431297212,1.0,,0.874,67402,Area Chart,Medium
True,1.0,1.0,1.0,0.23076923076923078,1.0,,0.974,145169,Bar Chart,Medium
True,1.0,1.0,0.8333333333333334,0.9895833333333334,1.0,,,115486,Scatter Plot,High
True,1.0,1.0,0.8571428571428571,0.4507582902643561,1.0,,0.621875,124226,Area Chart,Low
True,1.0,1.0,0.8571428571428571,0.47692779104953015,1.0,,,49383,Scatter Plot,High
True,1.0,1.0,0.8333333333333334,0.614386352246457,1.0,,0.48,90177,Line Chart,High
True,1.0,1.0,,0.9987155647756928,,,,76038,Pie Chart,Low
True,1.0,1.0,0.8571428571428571,0.8996858465608466,0.9333333333333333,,,132200,Scatter Plot,High
True,1.0,1.0,1.0,1.0,1.0,,1.0,152654,Bar Chart,Medium
True,1.0,1.0,0.8571428571428571,0.8683196868490987,0.8666666666666667,,0.7031818181818182,113138,Line Chart,High
True,1.0,1.0,0.8333333333333334,1.0,1.0,,1.0,128251,Area Chart,Low
True,1.0,1.0,0.8333333333333334,1.0,1.0,,1.0,127034,Area Chart,Low
True,1.0,1.0,1.0,1.0,1.0,,1.0,111934,Line Chart,Low
True,1.0,0.0,0.5,0.3694318181818182,0.5,,0.3723076923076923,140315,Line Chart,High
True,1.0,1.0,0.8333333333333334,0.9956644144144144,1.0,,0.976,58512,Line Chart,Medium
True,1.0,1.0,0.8571428571428571,0.7693221901555235,0.8,,0.6666666666666666,118520,Box Plot,Medium
True,1.0,1.0,0.8888888888888888,0.951901509591691,1.0,,,81797,Scatter Plot,High
True,1.0,0.0,0.5,0.7456329988132113,,,0.9299999999999999,148630,Bar Chart,Medium
True,1.0,1.0,0.75,0.640908383039962,,,0.4275,120441,Area Chart,High
True,1.0,1.0,0.8333333333333334,0.9521031746031746,1.0,,0.8446153846153847,80685,Line Chart,High
True,1.0,1.0,1.0,1.0,1.0,,,79407,Scatter Plot,Low
True,1.0,1.0,1.0,1.0,1.0,,,109527,Scatter Plot,Low
True,1.0,1.0,,0.7042333260006984,,,,109787,Pie Chart,Low
True,0.8333333333333334,1.0,0.375,,,0.0,,155920,Line Chart,High
True,1.0,1.0,,0.9977356765727052,,,,91112,Pie Chart,Low
True,1.0,1.0,1.0,0.1798282907472018,,,0.0,133722,Histogram,Low
True,0.8333333333333334,1.0,0.5,1.0,,,0.3076923076923077,158161,Bar Chart,High
False,0.0,0.0,,,,,,154677,Bar Chart,High
True,1.0,0.0,0.5,0.7446560132618585,,,0.7871428571428571,150499,Bar Chart,Medium
True,1.0,1.0,0.75,0.39655737330195406,,,0.7794736842105263,150161,Line Chart,High
True,1.0,1.0,1.0,0.4627367793237358,1.0,,0.5,101918,Box Plot,Low
True,1.0,1.0,0.8571428571428571,0.9793741006503611,1.0,,,115546,Scatter Plot,High
True,1.0,0.0,0.8571428571428571,0.9783333333333334,1.0,,0.859375,97105,Bar Chart,High
True,1.0,1.0,0.8333333333333334,0.3824691358024691,1.0,,,60084,Scatter Plot,High
True,1.0,1.0,0.8888888888888888,0.49930634434555005,1.0,,0.5052631578947369,67468,Line Chart,High
True,1.0,1.0,0.6,0.75,1.0,,0.6907692307692308,59876,Line Chart,High
True,0.8333333333333334,0.0,0.8571428571428571,0.0,1.0,,0.0,136040,Bar Chart,Low
True,1.0,1.0,0.8571428571428571,0.9984615384615385,1.0,,,127347,Scatter Plot,High
True,1.0,1.0,0.8571428571428571,0.75,1.0,,0.974,120443,Area Chart,High
True,1.0,1.0,0.8333333333333334,0.9772652116402116,1.0,,0.8,54322,Area Chart,Medium
True,1.0,1.0,,0.9984483277824161,,,,66888,Pie Chart,Low
True,1.0,1.0,1.0,1.0,1.0,,,62958,Scatter Plot,Low
False,0.0,0.0,,,,,,76480,Box Plot,High
True,1.0,1.0,1.0,0.2995832058685832,,,,125107,Scatter Plot,High
True,1.0,1.0,0.75,1.0,,,1.0,162220,Line Chart,High
True,1.0,1.0,0.8333333333333334,0.9910480859010271,1.0,,,132029,Scatter Plot,High
True,1.0,1.0,0.75,0.887962962962963,1.0,,0.6914285714285714,67221,Line Chart,Medium
True,1.0,1.0,0.75,0.8106615727558883,,,1.0,145121,Histogram,Medium
True,1.0,0.0,0.8571428571428571,0.9858222926943857,1.0,,0.869375,91266,Bar Chart,High
True,1.0,1.0,0.75,1.0,1.0,,0.9800000000000001,71018,Area Chart,Medium
