valid_json,schema_score,topology_score,domain_accuracy,numerical_accuracy,categorical_accuracy,math_accuracy,semantic_score,chart_id,chart_type,complexity
True,1.0,0.0,0.6,0.46020833333333333,1.0,,0.013125,51840,Line Chart,Unknown
True,1.0,1.0,0.5,0.48544561718581336,1.0,,0.131,123681,Area Chart,Unknown
True,1.0,1.0,,1.0,1.0,,1.0,96329,Line Chart,Unknown
True,1.0,1.0,,0.9319999999999999,1.0,,0.576875,75284,Bar Chart,Unknown
True,1.0,1.0,0.8571428571428571,0.9818181818181818,1.0,,,105605,Scatter Plot,Unknown
True,1.0,0.0,0.5,0.4779193136188871,,,,124429,Scatter Plot,Unknown
True,1.0,1.0,0.25,0.5220429841980374,0.0,,0.26,150316,Bar Chart,Unknown
True,1.0,1.0,0.8333333333333334,0.9642857142857143,1.0,,,62548,Scatter Plot,Unknown
True,1.0,1.0,0.5,0.06783323609613992,,,,127026,Scatter Plot,Unknown
True,1.0,1.0,,0.0,,,,75772,Pie Chart,Unknown
True,1.0,1.0,0.75,0.7268650199600798,,,0.921,153952,Line Chart,Unknown
True,1.0,0.0,0.7142857142857143,0.961891495601173,1.0,,0.7,93574,Line Chart,Unknown
True,1.0,1.0,0.8571428571428571,0.6791296550671551,1.0,,0.01076923076923077,59854,Area Chart,Unknown
True,1.0,1.0,0.8888888888888888,0.4311568386349167,1.0,,0.121,70959,Area Chart,Unknown
True,0.8333333333333334,0.0,0.0,0.3798010222222223,,0.0,0.0,149032,Line Chart,Unknown
True,1.0,1.0,,0.0,,,,150353,Pie Chart,Unknown
True,1.0,0.0,,0.7054413601985401,1.0,,0.011875,49846,Bar Chart,Unknown
True,1.0,1.0,0.8571428571428571,0.9130027661240848,0.896551724137931,,,118798,Scatter Plot,Unknown
True,1.0,1.0,0.5,0.42017480249861483,1.0,,0.134,130414,Area Chart,Unknown
True,1.0,1.0,1.0,,,,,133544,Scatter Plot,Unknown
True,1.0,1.0,0.6,0.7073458532614234,1.0,,0.01846153846153846,123876,Area Chart,Unknown
True,1.0,0.0,,0.634701925951926,0.9259259259259259,,,134876,Scatter Plot,Unknown
True,1.0,0.0,0.8571428571428571,0.59750037000037,1.0,,0.39692307692307693,92757,Line Chart,Unknown
True,1.0,1.0,0.5,1.0,,,0.95375,77668,Line Chart,Unknown
True,1.0,1.0,0.8571428571428571,0.8921969696969697,1.0,,,115576,Scatter Plot,Unknown
True,1.0,1.0,0.3333333333333333,0.41748441984245127,0.0,,0.01625,123158,Bar Chart,Unknown
True,1.0,0.0,0.75,0.8888888888888888,,,0.4685714285714286,147614,Bar Chart,Unknown
True,1.0,1.0,0.75,0.06372549019607843,,,0.0,158057,Histogram,Unknown
True,1.0,0.0,1.0,,,,0.06,115345,Bar Chart,Unknown
True,1.0,1.0,1.0,0.8444144288301988,,,0.39,58885,Line Chart,Unknown
True,1.0,1.0,1.0,,,,,106947,Scatter Plot,Unknown
True,1.0,0.0,0.75,0.5,,,0.4542857142857143,155731,Bar Chart,Unknown
True,1.0,0.0,0.5,1.0,,,0.7542857142857143,144582,Line Chart,Unknown
True,1.0,1.0,0.8571428571428571,0.41633552271483293,0.2,,,50305,Scatter Plot,Unknown
True,1.0,0.0,0.75,0.7043576388888889,,,0.40384615384615385,83340,Line Chart,Unknown
True,1.0,1.0,1.0,,,,,110352,Scatter Plot,Unknown
True,1.0,1.0,0.75,1.0,,,,108038,Scatter Plot,Unknown
True,1.0,1.0,0.75,,,,,65920,Scatter Plot,Unknown
True,1.0,1.0,0.8333333333333334,0.8516666666666667,1.0,,0.7046153846153846,56980,Line Chart,Unknown
True,1.0,0.0,0.75,0.4582699580344508,,,0.24923076923076926,110946,Line Chart,Unknown
True,0.8571428571428571,0.0,0.8571428571428571,,,0.0,0.013125,103900,Line Chart,Unknown
True,1.0,1.0,0.8333333333333334,0.4702777777777777,1.0,,0.324,130496,Area Chart,Unknown
True,1.0,1.0,0.8571428571428571,,,,0.0,49375,Box Plot,Unknown
True,1.0,1.0,0.8571428571428571,0.160978835978836,1.0,,,92155,Scatter Plot,Unknown
True,0.8,1.0,0.5,,,,,111599,Scatter Plot,Unknown
True,1.0,1.0,,,,,,157289,Pie Chart,Unknown
True,1.0,1.0,0.25,,,,0.11333333333333334,51220,Box Plot,Unknown
True,1.0,1.0,0.6666666666666666,0.23187046169821218,1.0,,,93772,Scatter Plot,Unknown
True,0.1857142857142857,1.0,,,,,,148167,Scatter Plot,Unknown
True,1.0,0.0,0.5,0.8901339285714286,,,0.513125,126374,Bar Chart,Unknown
True,1.0,1.0,0.25,0.6650033786573488,,,0.0,130382,Area Chart,Unknown
True,1.0,0.0,0.8571428571428571,,,,0.11333333333333334,136552,Box Plot,Unknown
True,1.0,1.0,0.8333333333333334,0.9939113562091503,,,0.828125,71283,Line Chart,Unknown
True,1.0,1.0,0.6,,,,0.0,122747,Area Chart,Unknown
True,1.0,0.0,0.8571428571428571,,,,0.12666666666666668,51043,Box Plot,Unknown
True,1.0,1.0,,1.0,1.0,,,106997,Scatter Plot,Unknown
True,0.8,1.0,0.8571428571428571,,,,0.0,132703,Area Chart,Unknown
True,1.0,1.0,1.0,0.8580645091784231,1.0,,0.031538461538461536,157159,Bar Chart,Unknown
True,1.0,1.0,,,,,0.0,132787,Area Chart,Unknown
True,1.0,1.0,0.25,,,,0.0,134934,Bar Chart,Unknown
True,0.75,1.0,,0.0,,,,62738,Pie Chart,Unknown
True,1.0,1.0,0.875,0.5,1.0,,0.45285714285714285,105498,Line Chart,Unknown
True,1.0,1.0,,0.0,,,,153505,Pie Chart,Unknown
True,1.0,1.0,,0.0,,,,70742,Pie Chart,Unknown
True,1.0,0.0,,0.8863977484933367,1.0,,0.38687499999999997,51014,Bar Chart,Unknown
